caw_code,polling_centre_code,polling_centre_name,polling_centre_key
48,108,NDOHIVYO PRIMARY SCHOOL,548
48,109,SAMBURU  PRIMARY  SCHOOL,549
48,110,KINAGONI  PRIMARY  SCHOOL,550
48,111,MWANGEA  PRIMARY  SCHOOL,551
48,112,KWA KADOGO PRIMARY  SCHOOL,552
48,113,KAZAMOYO PRIMARY  SCHOOL,553
48,114,MWEMBENI  PRIMARY  SCHOOL,554
48,115,GORA  PRIMARY  SCHOOL,555
48,116,MWANDONI  PRIMARY   SCHOOL,556
48,117,MWAMBANI  PRIMARY  SCHOOL,557
48,118,MWANGOLOTO PRIMARY  SCHOOL,558
48,119,CHITUONI  NURSERY SCHOOL,559
49,120,MWABILA  PRIMARY  SCHOOL,560
49,121,CHIGOMBERO  PRIMARY  SCHOOL,561
49,122,MATUMBI PRIMARY  SCHOOL,562
49,123,CHIDZIPWA  PRIMARY  SCHOOL,563
49,124,PEMBA  PRIMARY  SCHOOL,564
49,125,NI HUTU  PRIMARY  SCHOOL,565
49,126,VITSAKAVIRI  PRIMARY  SCHOOL,566
49,127,MAVIRIVIRINI  PRIMARY  SCHOOL,567
49,128,MGANDINI  PRIMARY  SCHOOL,568
49,129,MADIKONI PRIMARY  SCHOOL,569
49,130,MWASHANGA  PRIMARY  SCHOOL,570
49,131,KAFUDUNI  PRIMARY  SCHOOL,571
49,132,MAWEU  PRIMARY  SCHOOL,572
49,133,KALUWENI  PRIMARY  SCHOOL,573
49,134,KALALANI SOCIAL  HALL,574
49,135,SEGA  PRIMARY  SCHOOL,575
49,136,MWANDA  PRIMARY  SCHOOL,576
49,137,DZOMBO  PRIMARY  SCHOOL,577
49,138,GWASHENI  PRIMARY  SCHOOL,578
49,139,KAPHINGO  PRIMARY  SCHOOL,579
49,140,MARIAKANI  ROMAN PRIMARY  SCHOOL,580
49,141,JULANI  PRIMARY  SCHOOL,581
49,142,KUMBULU  PRIMARY  SCHOOL,582
49,143,LUTSANGANI- NORTH  PRIMARY  SCHOOL,583
49,144,MLOLA NURSERY  SCHOOL,584
49,145,MUBANDE  PRIMARY  SCHOOL,585
50,146,BOFU  PRIMARY   SCHOOL,586
50,147,MKANYENI  PRIMARY  SCHOOL,587
50,148,NUNGUNI  PRIMARY   SCHOOL,588
50,149,GONA  PRIMARY   SCHOOL,589
50,150,GURO  PRIMARY   SCHOOL,590
50,151,MABESHENI  PRIMARY   SCHOOL,591
50,152,MTAA  PRIMARY   SCHOOL,592
50,153,BOYANI  PRIMARY  SCHOOL,593
50,154,MAZERAS  PRIMARY   SCHOOL,594
50,155,MPIRANI  PRIMARY   SCHOOL,595
50,156,FULUGANI  PRIMARY   SCHOOL,596
50,157,MWAMDUDU  PRIMARY   SCHOOL,597
50,158,BONJE  PRIMARY   SCHOOL,598
50,159,VIKOLANI  PRIMARY   SCHOOL,599
50,160,MNYENZENI  PRIMARY  SCHOOL,600
50,161,MIYANI  PRIMARY   SCHOOL,601
50,162,MWACHE  PRIMARY  SCHOOL,602
50,163,MIGUNENI  PRIMARY  SCHOOL,603
50,164,MBUJANI  NURSERY   SCHOOL,604
50,165,MAJENGO  PRIMARY   SCHOOL,605
50,166,CHIKUYU  PRIMARY  SCHOOL,606
50,167,CHIKWAKWANI  PRIMARY  SCHOOL,607
50,168,MABIRIKANI  NURSERY   SCHOOL,608
50,169,CHIDZUVINI  NURSERY   SCHOOL,609
50,170,MKULUNG'OMBE NURSEY  SCHOOL,610
50,171,NYANDO  NURSERY   SCHOOL,611
50,172,MUUNGANO  PRIMARY   SCHOOL,612
51,1,MAJAONI PRIMARY SCHOOL,613
51,2,MTONDIA PRIMARY SCHOOL,614
51,3,TEZO PRIMARY SCHOOL,615
51,4,BAHARI PRIMARY SCHOOL,616
51,5,MIKINGIRINI PRIMARY SCHOOL,617
51,6,NGERENYA PRIMARY SCHOOL,618
51,7,ZOWERANI PRIMARY SCHOOL,619
51,8,SOYOSOYO PRIMARY SCHOOL(NGERENYA),620
51,9,BAHATI PRIMARY SCHOOL,621
51,10,ZOWERANI VDC NURSERY SCHOOL,622
51,11,BOFA PRIMARY SCHOOL,623
52,12,KIBAONI PRIMARY SCHOOL,624
52,13,KIWANDANI PRIMARY SCHOOL,625
52,14,KILIFI PRIMARY SCHOOL,626
52,15,UWANJANI NURSERY SCHOOL,627
52,16,ST.THOMAS PRIMARY SCHOOL,628
53,17,MDZONGOLONI PRIMARY SCHOOL,629
53,18,KIBARANI PRIMARY SCHOOL,630
53,19,KOROSHO ACADEMY,631
53,20,BASI PRIMARY SCHOOL,632
53,21,KONJORA PRIMARY SCHOOL,633
53,22,FUMBINI PRIMARY SCHOOL,634
53,23,MRIMA WA KUKU PRIMARY SCHOOL,635
53,24,MKOMBE PRIMARY SCHOOL,636
53,25,JEZAZHOM PRIMARY SCHOOL,637
53,26,MTSANGANYIKO NURSERY SCHOOL,638
53,27,ANGAZA NURSERY SCHOOL,639
53,28,TUMAINI DERA PRIMARY SCHOOL,640
53,29,EZAMOYO PRIMARY SCHOOL,641
53,30,KILIMO PRIMARY SCHOOL,642
54,31,DONGOKUNDU PRIMARY SCHOOL.,643
54,32,DABASO PRIMARY SCHOOL,644
54,33,CHILDREN OF THE RISING SUN PRIMARY SCHOOL,645
54,34,MSABAHA PRIMARY SCHOOL,646
54,35,MKANGAGANI PRIMARY SCHOOL,647
54,36,MIDA PRIMARY SCHOOL,648
54,37,MZIZIMA PRIMARY SCHOOL,649
54,38,MABUANI FOOTBALL GROUND,650
54,39,GEDE YOUTH POLYTECHNIC,651
54,40,MIJOMBONI PRIMARY SCHOOL,652
55,41,ROKA PRIMARY SCHOOL,653
55,42,ROKA MAWENI PRIMARY SCHOOL,654
55,43,CHUMANI PRIMARY SCHOOL,655
55,44,KARARACHA PRIMARY SCHOOL,656
55,45,KAOYENI NURSERY SCHOOL,657
55,46,MKUNGUNI NURSERY SCHOOL,658
55,47,UYOMBO PRIMARY SCHOOL,659
55,48,CHIPANDE PRIMARY SCHOOL,660
55,49,SIDZENI NURSERY SCHOOL,661
55,50,KILODI PRIMARY SCHOOL,662
55,51,MATSANGONI PRIMARY SCHOOL,663
55,52,MKONGANI PRIMARY SCHOOL,664
55,53,MARAFIKI PRIMARY SCHOOL,665
55,54,UFUONI PRIMARY SCHOOL,666
55,55,MPENDAKULA NURSERY SCHOOL,667
56,56,BETHEL NURSERY SCHOOL,668
56,57,JIMBA GEDE PRIMARY SCHOOL,669
56,58,GERALD/ BAKHITA PRIMARY SCHOOL,670
56,59,MBARAKA CHEMBE PRIMARY SCHOOL,671
56,60,KANANI PRIMARY SCHOOL,672
56,61,WATAMU SDA PRIMARY SCHOOL,673
56,62,RITA NURSERY SCHOOL,674
56,63,WATAMU PRIMARY SCHOOL,675
56,64,GEDE PRIMARY SCHOOL,676
56,65,SOYOSOYO PRIMARY SCHOOL(KIZINGO),677
56,66,KIZINGO BAPTIST CHURCH,678
56,67,JACARANDA BEACH PRIMARY SCHOOL,679
57,68,MAJAJANI PRIMARY SCHOOL,680
57,69,MAVUENI PRIMARY SCHOOL,681
57,70,MITANGONI PRIMARY SCHOOL,682
57,71,KIRIBA PRIMARY SCHOOL,683
57,72,KADZINUNI PRIMARY SCHOOL,684
57,73,SHAURIMOYO PRIMARY SCHOOL,685
57,74,MKWAJUNI PRIMARY SCHOOL,686
57,75,TAKAUNGU PRIMARY SCHOOL,687
57,76,MNARANI PRIMARY SCHOOL,688
57,77,KILIFI PLANTATION NURSERY SCHOOL,689
57,78,VUMA PRIMARY SCHOOL,690
57,79,MWAKUHENGA PRIMARY SCHOOL,691
57,80,VIJIWENI NURSERY SCHOOL,692
57,81,MBOGOLO NURSERY SCHOOL,693
57,82,MKOMANI PRIMARY SCHOOL,694
58,1,BOMANI KIREME PRIMARY SCHOOL,695
58,2,JUNJU PRIMARY SCHOOL,696
58,3,KOLEWA PRIMARY SCHOOL,697
58,4,GONGONI PRIMARY SCHOOL,698
58,5,VIPINGO PRIMARY SCHOOL,699
58,6,MAPAWA PRIMARY SCHOOL,700
58,7,SHARIANI PRIMARY SCHOOL,701
58,8,KAPECHA PRIMARY SCHOOL,702
58,9,BODOI PRIMARY SCHOOL,703
58,10,CHODARI PRIMARY SCHOOL,704
58,11,VIPINGO CENTRAL PRIMARY SCHOOL,705
58,12,MWEMBETSUNGU PRIMARY SCHOOL,706
59,13,PINGILIKANI PRIMARY SCHOOL,707
59,14,KIDUTANI PRIMARY SCHOOL,708
59,15,MWARAKAYA PRIMARY SCHOOL,709
59,16,MBUYUNI PRIMARY SCHOOL,710
59,17,CHENGONI PRIMARY SCHOOL,711
59,18,KIZINGO PRIMARY SCHOOL,712
59,19,GANDINI CHONYI PRIMARY SCHOOL,713
59,20,VWEVWESI PRIMARY SCHOOL,714
59,21,BOKINI PRIMARY SCHOOL,715
59,22,ST.MARTINS PRIMARY SCHOOL,716
59,23,CHIJE PRIMARY SCHOOL,717
59,24,MWEZANG'OMBE PRIMARY SCHOOL,718
60,25,MTOMONDONI PRIMARY SCHOOL,719
60,26,MTWAPA AGRICULTURE TRAINING CENTER,720
60,27,MTWPA PRIMARY SCHOOL,721
60,28,MTWAPA CHIEF'S OFFICE,722
61,29,ZIANI PRIMARY SCHOOL,723
61,30,KATIKIRIENI PRIMARY SCHOOL,724
61,31,DINDIRI PRIMARY SCHOOL,725
61,32,MAKATA PRIMARY SCHOOL,726
61,33,CHASIMBA PRIMARY SCHOOL,727
61,34,KOLONGONI PRIMARY SCHOOL,728
61,35,BUNGU PRIMARY SCHOOL,729
61,36,M'BOMBONI PRIMARY SCHOOL,730
61,37,DZITSONI PRIMARY SCHOOL,731
61,38,BUNDACHO PRIMARY SCHOOL,732
61,39,KITSOENI PRIMARY SCHOOL,733
61,40,NG'OMBENI PRIMARY SCHOOL,734
61,41,LUTSANGANI SECONDARY SCHOOL,735
61,42,BAYAMOSE PRIMARY SCHOOL,736
61,43,KARIMBONI PRIMARY SCHOOL,737
61,44,KAOLE PRIMARY SCHOOL,738
61,45,BEMBO PRIMARY SCHOOL,739
62,46,BARANI PRIMARY SCHOOL,740
62,47,MTEPENI PRIMARY SCHOOL,741
62,48,TUNZANANI PRIMARY SCHOOL,742
62,49,RIZIKI WOMEN GROUP HALL,743
62,50,MAKIO SOCIAL HALL,744
62,51,KIKAMBALA PRIMARY SCHOOL,745
62,52,MSUMARINI SECONDARY SCHOOL,746
62,53,BAHARINI PRIMARY SCHOOL,747
62,54,USHINDI NURSERY SCHOOL,748
63,1,MARIAKANI PRIMARY SCHOOL,749
63,2,SHANGIA PRIMARY SCHOOL,750
63,3,GARRISON PRIMARY SCHOOL,751
63,4,MWARENI PRIMARY SCHOOL,752
63,5,MARIAKANI DAIRY,753
63,6,KARI PREMISES,754
63,7,KIBANDAHASARA PRIMARY SCHOOL,755
63,8,MADZIMBANI PRIMARY SCHOOL,756
63,9,KADZANDANI PRIMARY SCHOOL,757
63,10,MUUNGANO PRIMARY SCHOOL,758
63,11,MARIAKANI SECONDARY SCHOOL,759
63,12,DZIHOSHE TRADING CENTRE,760
63,13,MIGUNDINI PRIMARY SCHOOL,761
63,14,MOI KADZONZO PRIMARY SCHOOL,762
64,15,MNYENZENI PRIMARY SCHOOL,763
64,16,KAVUKA PRIMARY SCHOOL,764
64,17,KIRUMBI PRIMARY SCHOOL,765
64,18,PANGAYAMBO PRIMARY SCHOOL,766
64,19,KIBAOKICHE PRIMARY SCHOOL,767
64,20,GANDINI PRIMARY SCHOOL,768
64,21,KIDZINI PRIMARY SCHOOL,769
64,22,GOGORARUHE PRIMARY SCHOOL,770
64,23,MWIJO PRIMARY SCHOOL,771
64,24,ST.MICHEAL PRIMARY SCHOOL,772
64,25,MAGOGONI NURSERY SCHOOL,773
64,26,MITSIKITSINI PRIMARY SCHOOL,774
64,27,NDATANI PRIMARY SCHOOL,775
64,28,MUKULUNI NURSERY SCHOOL,776
64,29,TSANGATSINI PRIMARY SCHOOL,777
64,30,DZENGONI NURSERY SCHOOL,778
64,31,KINAGONI PRIMARY SCHOOL,779
64,32,UHURU PRIMARY SCHOOL,780
64,33,MIYANI PRIMARY SCHOOL,781
64,34,KASEMENI NURSERY SCHOOL,782
65,35,KALOLENI SOCIAL HALL,783
65,36,VISHAKANI PRIMARY SCHOOL,784
65,37,KIZURINI PRIMARY SCHOOL,785
65,38,MILALANI NURERY SCHOOL,786
65,39,IMANI PRIMARY SCHOOL,787
65,40,MWAMLEKA PRIMARY SCHOOL,788
65,41,MUKULULU NUSERY SCHOOL,789
65,42,KINANI PRIMARY SCHOOL,790
65,43,MAKOMBOANI PRIMARY SCHOOL,791
65,44,MIHINGONI PRIMARY SCHOOL,792
65,45,CHALANI PRIMARY SCHOOL,793
65,46,CHANAGANDE PRIMARY SCHOOL,794
65,47,MIKIRIANI PRIMARY SCHOOL,795
65,48,MWAMBANI PRIMARY SCHOOL,796
65,49,KITSOMENI NURSERY SCHOOL,797
65,50,CHILULU PRIMARY SCHOOL,798
65,51,MKWAJUNI NURSERY SCHOOL,799
65,52,VUGA NURSERY SCHOOL,800
65,53,NYALANI NURSERY SCHOOL,801
65,54,MTENDANI TRADING CENTRE,802
65,55,TSUNGUNI PRIMARY SCHOOL,803
65,56,TSAKAROLOVU PRIMARY SCHOOL,804
65,57,MWANDAZA PRIMARY SCHOOL,805
65,58,MAANDANI PRIMARY SCHOOL,806
65,59,MGAMBONI PRIMARY SCHOOL,807
65,60,WALEA PRIMARY SCHOOL,808
65,61,TSAGWA PRIMARY SCHOOL,809
65,62,MWEMBE TAYARI NURSERY SCHOOL,810
65,63,MWANAWIJI NURSERY SCHOOL,811
66,64,KAKOMANI PRIMARY SCHOOL,812
66,65,VIRAGONI PRIMARY SCHOOL,813
66,66,MTULU NURSERY SCHOOL,814
66,67,MNAZI MWENGA PRIMARY SCHOOL,815
66,68,IKANGA PRIMARY SCHOOL,816
66,69,KABATHENI PRIMARY SCHOOL,817
66,70,MWANAMWINGA NURERY  SCHOOL,818
66,71,KINARANI PRIMARY SCHOOL,819
66,72,MIGWALENI NURSERY SCHOOL,820
66,73,NGULUWENI PRIMARY SCHOOL,821
66,74,KITENGWANI NURSERY SCHOOL,822
66,75,HADEMU PRIMARY SCHOOL,823
66,76,MTSENGO PRIMARY SCHOOL,824
67,1,BEDIDA PRIMARY SCHOOL,825
67,2,CHIFERI PRIMARY SCHOOL,826
67,3,MKAPUNI CATTLE DIP,827
67,4,CHONYI NURSERY SCHOOL,828
67,5,CHANG'OMBE PRIMARY SCHOOL,829
67,6,BWAGAMOYO PRIMARY SCHOOL,830
67,7,KANYUMBUNI NURSERY SCHOOL,831
68,8,MAKANZANI PRIMARY SCHOOL,832
68,9,MLEJI PRIMARY SCHOOL,833
68,10,KASIDI PRIMARY SCHOOL,834
68,11,MAWEMABOMU NURSERY SCHOOL,835
68,12,MIKOMANI PRIMARY SCHOOL,836
68,13,KAWALA PRIMARY SCHOOL,837
68,14,BOFU PRIMARY SCHOOL,838
68,15,BATANI NURSERY SCHOOL,839
68,16,JIMBA PRIMARY SCHOOL,840
68,17,MASAANI NURSERY SCHOOL,841
69,18,MWANDODO PRIMARY SCHOOL,842
69,19,MBUNGONI PRIMARY SCHOOL,843
69,20,ZIRO PRIMARY SCHOOL,844
69,21,PANGANI PRIMARY SCHOOL,845
69,22,MAERENI PRIMARY SCHOOL,846
69,23,JEURI PRIMARY SCHOOL,847
69,24,TIMBONI PRIMARY SCHOOL,848
69,25,MALAU NURSERY SCHOOL,849
69,26,PANGANI NURSERY SCHOOL,850
69,27,MAKOBENI NURSERY SCHOOL,851
69,28,RIBE PRIMARY SCHOOL,852
69,29,KINUNGUNA PRIMARY SCHOOL,853
69,30,MITSAJENI PRIMARY SCHOOL,854
70,31,KALIANG'OMBE PRIMARY SCHOOL,855
70,32,BOYANI PRIMARY SCHOOL,856
70,33,GIGIRI NURSERY SCHOOL,857
70,34,MWELE NURSERY SCHOOL,858
70,35,KAILO PRIMARY SCHOOL,859
70,36,LUGWE PRIMARY,860
70,37,ISAAC NYONDO PRI.SCHOOL,861
70,38,RAHMA NURSERY SCHOOL,862
70,39,KINYAKANI NURSERY SCHOOL,863
70,40,KAJIWE PRIMARY SCHOOL,864
70,41,BENYOKA PRIMARY SCHOOL,865
70,42,MWANGUTWA PRIMARY SCHOOL,866
70,43,MUUNGANO 7 VDC,867
70,44,BUNI PRIMARY SCHOOL,868
70,45,MWATSAMA PRIMARY SCHOOL,869
70,46,BUNI NURSERY SCHOOL,870
70,47,MWANZAGU TRADING CENTRE,871
70,48,RAILWAY NURSERY SCH,872
71,1,MIRIHINI PRIMARY SCHOOL,873
71,2,KATENDEWA PRIMARY SCHOOL,874
71,3,JILA PRIMARY SCHOOL,875
71,4,DODOSA PRIMARY SCHOOL,876
71,5,GANZE PRIMARY SCHOOL,877
71,6,TSANGALAWENI PRIMARY SCHOOL,878
71,7,MALOMANI PRIMARY SCHOOL,879
71,8,VILWAKWE PRIMARY SCHOOL,880
71,9,PETANGUO PRIMARY SCHOOL,881
71,10,MASEMO PRIMARY  SCHOOL,882
71,11,MIGODOMANI PRIMARY SCHOOL,883
71,12,DUNGICHA PRIMARY SCHOOL,884
71,13,BAHERO PRIMARY SCHOOL,885
71,14,SOKOKE PRIMARY SCHOOL,886
71,15,SILALA PRIMARY SCHOOL,887
71,16,DANICHA PRIMARY SCHOOL,888
71,17,NYARI PRIMARY SCHOOL,889
71,18,SOKOKE SECONDARY SCHOOL,890
71,19,RARE PRIMARY SCHOOL,891
71,20,KACHORORONI PRIMARY SCHOOL,892
71,21,MGAMBONI PRIMARY SCHOOL,893
71,22,MWAEBA PRIMARY SCHOOL,894
71,23,MLUNGU WA MAWE PRIMARY SCHOOL,895
71,24,DUNGICHA  SECONDARY SCHOOL,896
71,25,FUDUMULO PRIMARY SCHOOL,897
72,26,MIDOINA PRIMARY SCHOOL,898
72,27,MNAGO WA DOLA PRIMARY SCHOOL,899
72,28,JIRA PRIMARY SCHOOL,900
72,29,GOSHI PRIMARY SCHOOL,901
72,30,MNAGONI PRIMARY SCHOOL,902
72,31,RIMA RA PERA PRIMARY SCHOOL,903
72,32,BAMBA PRIMARY SCHOOL,904
72,33,CHAPUNGU PRIMARY SCHOOL,905
72,34,NZOVUNI PRIMARY SCHOOL,906
72,35,MWAKWALA PRIMARY SCHOOL,907
72,36,MARYANGO PRIMARY SCHOOL,908
72,37,MTSARA WA TSATSU PRIMARY,909
72,38,KIDEMU PRIMARY SCHOOL,910
72,39,MUYUNI PRIMARY SCHOOL,911
72,40,PAZIANI PRIMARY SCHOOL,912
72,41,MIKAMINI PRIMARY SCHOOL,913
72,42,MITSEMERINI PRIMARY SCHOOL,914
72,43,BANDARI PRIMARY SCHOOL,915
72,44,KARIMANI PRIMARY SCHOOL,916
72,45,KATHORONI NURSERY SCHOOL,917
72,46,ZIARA WIMBI PRIMARY SCHOOL,918
72,47,MWEZA MOYO PRIMARY SCHOOL,919
72,48,MENGO NURSERY SCHOOL,920
72,49,KABELENGANI PRIMARY SCHOOL,921
72,50,SHAKA PRIMARY SCHOOL,922
72,51,BADA NURSERY SCHOOL,923
72,52,KERESA PRIMARY SCHOOL,924
72,53,KALONGONI PRIMARY SCHOOL,925
72,54,MIGUJINI PRIMARY SCHOOL,926
73,55,KIRIMANI PRIMARY SCHOOL,927
73,56,PALAKUMI PRIMARY SCHOOL,928
73,57,MIGUMO MIRI PRIMARY SCHOOL,929
73,58,TSANZUNI PRIMARY SCHOOL,930
73,59,VITSAPUNI PRIMARY SCHOOL,931
73,60,MARIANI PRIMARY SCHOOL,932
73,61,KATOFENI PRIMARY SCHOOL,933
73,62,MAYOWE PRIMARY SCHOOL,934
73,63,JARIBUNI PRIMARY SCHOOL,935
73,64,KWA MAYA NURSERY SCHOOL,936
73,65,MIKULUNI PRIMARY SCHOOL,937
73,66,MARERE PRIMARY SCHOOL,938
73,67,MAGOGONI PRIMARY SCHOOL,939
73,68,MWAPULA PRIMARY SCHOOL,940
73,69,MWENGE PRIMARY SCHOOL,941
73,70,MAKALANGENI PRIMARY SCHOOL,942
73,71,VYAMBANI SECONDARY SCHOOL,943
73,72,JUHUDI PRIMARY SCHOOL,944
73,73,BOPONI CENTRE,945
73,74,DUNGUNI PRIMARY  SCHOOL,946
73,75,MANGORORO PRIMARY SCHOOL,947
73,76,MBONGA PRIMARY SCHOOL,948
74,77,NDIGIRIA PRIMARY SCHOOL,949
74,78,MILORE PRIMARY SCHOOL,950
74,79,MURYA CHAKWE PRIMARY SCHOOL,951
74,80,DULUKIZA PRIMARY SCHOOL,952
74,81,MURIMA WA NDEGE PRIMARY,953
74,82,KAFULONI PRIMARY SCHOOL,954
74,83,MADAMANI PRIMARY SCHOOL,955
74,84,MANGUDHO PRIMARY SCHOOL,956
74,85,VITENGENI PRIMARY SCHOOL,957
74,86,DIDA PRIMARY SCHOOL,958
74,87,KAHINGONI PRIMARY SCHOOL,959
74,88,MITSEDZINI PRIMARY SCHOOL,960
74,89,BALE PRIMARY SCHOOL,961
74,90,KANG AMBONI PRIMARY SCHOOL,962
74,91,MWARANDINDA PRIMARY SCHOOL,963
74,92,BOGA MACHUKO PRIMARY SCHOOL,964
74,93,DZIKUNZE PRIMARY SCHOOL,965
74,94,NDUGU MUNANI PRIMARY SCHOOL,966
74,95,MADZENI PRIMARY SCHOOL,967
74,96,MIHUHUNI PRIMARY SCHOOL,968
74,97,MWAHERA PRIMARY SCHOOL,969
74,98,SITA NURSERY SCHOOL,970
74,99,MWANGEA PRIMARY SCHOOL,971
74,100,VITENGENI CATTLE DIP,972
74,101,SOSODEMU PRIMARY SCHOOL,973
74,102,KAFITSONI PRIMARY SCHOOL,974
74,103,MALANGA PRIMARY SCHOOL,975
74,104,YEMBE  PRIMARY SCHOOL,976
74,105,NGAMANI PRIMARY SCHOOL,977
74,106,BAHATI PRIMARY SCHOOL,978
74,107,BUNGALE PRIMARY SCHOOL,979
74,108,KWA DADU PRIMARY SCHOOL,980
74,109,MISUFINI PRIMARY SCHOOL,981
74,110,ZIWANI PRIMARY SCHOOL,982
74,111,RANCH PRIMARY SCHOOL,983
75,1,GANDINI PRIMARY SCHOOL,984
75,2,JILORE PRIMARY SCHOOL,985
75,3,KAKONENI PRIMARY SCHOOL,986
75,4,MARIKANO PRIMARY SCHOOL,987
75,5,SHONONEKA NURSERY  SCHOOL,988
75,6,MAJI LANGOBAYA PRIMARY SCHOOL,989
75,7,GIRIMACHA PRIMARY SCHOOL,990
75,8,SOSOBORA PRIMARY SCHOOL,991
75,9,PISHIMWENGA PRIMARY SCHOOL,992
75,10,MAJENGO NURSERY SCHOOL,993
75,11,VIRIKO PRIMARY SCHOOL,994
75,12,KHOMBENI PRIMARY SCHOOL,995
75,13,MKONDONI PRIMARY SCHOOL,996
75,14,TIMBONI PRIMARY SCHOOL,997
75,15,MAMBO SASA NURSERY SCHOOL,998
75,16,SOSONI PRIMARY SCHOOL,999
76,17,KAKUYUNI BOYS SECONDARY SCHOOL,1000
76,18,MONGOTINI PRIMARY SCHOOL,1001
76,19,KAKUYUNI PRIMARY SCHOOL,1002
76,20,MADUNGUNI PRIMARY SCHOOL,1003
76,21,GOSHI PRIMARY SCHOOL,1004
76,22,BAGUO PRIMARY SCHOOL,1005
76,23,MMANGANI PRIMARY SCHOOL,1006
76,24,KAVUNYALALO PRIMARY SCHOOL,1007
76,25,MGANDINI NURSERY SCHOOL,1008
76,26,MWANGAZA NURSERY SCHOOL,1009
76,27,ARABUKO PRIMARY SCHOOL,1010
76,28,KISIWANI NURSERY SCHOOL,1011
77,29,MILIMANI NURSERY SCHOOL,1012
77,30,MASHAMBA PRIMARY SCHOOL,1013
77,31,KIJIWETANGA PRIMARY SCHOOL,1014
77,32,MSABAHA FOOTBALL GROUNDS,1015
77,33,MKAOMOTO PRIMARY SCHOOL,1016
77,34,PENDUKIANI NURSERY SCHOOL,1017
77,35,MIWANI NURSERY SCHOOL,1018
77,36,TAKAYE PRIMARY SCHOOL,1019
77,37,KWA UPANGA PRIMARY SCHOOL,1020
77,38,MERE PRIMARY SCHOOL,1021
77,39,MAZIWANI PRIMARY SCHOOL,1022
77,40,GAHALENI PRIMARY SCHOOL,1023
78,41,MAJIVUNI PRIMARY SCHOOL,1024
78,42,MTANGANI PEMA CHURCH NURSERY SCHOOL,1025
78,43,MALINDI PRIMARY SCHOOL (HGM),1026
78,44,ST. ANDREWS PRIMARY SCHOOL,1027
78,45,MALINDI CENTRAL PRIMARY SCHOOL,1028
78,46,BARANI SECONDARY SCHOOL,1029
78,47,MALINDI MUNICIPAL STADIUM NURSERY SCHOOL,1030
78,48,GANDA PRIMARY SCHOOL,1031
78,49,KASIMBIJI PRIMARY SCHOOL,1032
78,50,MALINDI GUIDING STAR ACADEMY,1033
79,51,AIRPORT PRIMARY SCHOOL,1034
79,52,MALINDI HIGH SCHOOL,1035
79,53,KARIMA PRIMARY SCHOOL,1036
79,54,UPWEONI PRIMARY SCHOOL,1037
79,55,SIR ALI BIN SALIM PRIMARY SCHOOL,1038
79,56,AL NIDHAMIA WOMEN GROUP HALL,1039
79,57,UHURU GARDENS,1040
79,58,TOWN PRIMARY SCHOOL,1041
80,1,KABIBONI PRIMARY SCHOOL,1042
80,2,WARESA PRIMARY SCHOOL,1043
80,3,KAVUNYALALO NURSERY SCHOOL,1044
80,4,KANYUMBUNI PRIMARY SCHOOL,1045
80,5,WATALA PRIMARY SCHOOL,1046
80,6,SOSO CHAMARI PRIMARY SCHOOL,1047
80,7,VITUNGUNI PRIMARY SCHOOL,1048
80,8,MARAFA PRIMARY SCHOOL,1049
80,9,KOTAYO NURSERY SCHOOL,1050
80,10,KIBAONI NURSERY SCHOOL,1051
80,11,AMKENI PRIMARY SCHOOL,1052
80,12,DANISA PRIMARY SCHOOL,1053
80,13,ZIWANI NURSERY SCHOOL,1054
80,14,SHAKADULO PRIMARY SCHOOL,1055
80,15,MAWAZO PRIMARY SCHOOL,1056
80,16,MEKATILILI PRIMARY SCHOOL,1057
80,17,DAKACHA PRIMARY SCHOOL,1058
80,18,MULUNGUNI PRIMARY SCHOOL,1059
80,19,MWELE PRIMARY SCHOOL,1060
81,20,MKONDONI PRIMARY SCHOOL,1061
81,21,MAJENJENI PRIMARY SCHOOL,1062
81,22,MAMBRUI PRIMARY SCHOOL,1063
81,23,KAGOMBANI PRIMARY SCHOOL,1064
81,24,MJANAHERI PRIMARY SCHOOL,1065
81,25,MAREKEBUNI PRIMARY SCHOOL,1066
81,26,MASHEHENI  PRIMARY SCHOOL,1067
81,27,BURANGI PRIMARY SCHOOL,1068
81,28,MAJAHAZINI PRIMARY SCHOOL,1069
81,29,MPIRANI PRIMARY SCHOOL,1070
81,30,PUMWANI PRIMARY SCHOOL,1071
81,31,KADZIFITSENI PRIMARY SCHOOL,1072
81,32,MWANGATINI PRIMARY SCHOOL,1073
81,33,BOMANI PRIMARY SCHOOL,1074
81,34,KAEMBENI PRIMARY SCHOOL,1075
81,35,MAGARINI PRIMARY SCHOOL,1076
81,36,NGANDU PRIMARY SCHOOL,1077
81,37,MAGARINI SECONDARY SCHOOL,1078
82,38,MAPIMO PRIMARY SCHOOL,1079
82,39,KINYAULE NURSERY SCHOOL,1080
82,40,MNAGONI NURSERY SCHOOL,1081
82,41,MAPIMO YOUTH POLYTECHNIC,1082
82,42,KADZUHONI PRIMARY SCHOOL,1083
82,43,KIBAONI PRIMARY SCHOOL,1084
82,44,KAMBI YA WAYA PRIMARY SCHOOL,1085
82,45,FUNDI-ISSA PRIMARY SCHOOL,1086
82,46,SOGORESA NURSERY SCHOOL,1087
82,47,MTSANGAMALI PRIMARY SCHOOL,1088
82,48,MIDODONI PRIMARY SCHOOL,1089
